,Accuracy Mean,Std
Subject 1,0.6516203703703703,0.0543242208458395
Subject 2,0.6489583333333335,0.03959128548019042
Subject 3,0.6355324074074075,0.02506501961565827
Subject 4,0.6236111111111111,0.042729500174764345
Subject 5,0.6333333333333335,0.029338850958805292
Subject 6,0.6377314814814815,0.03493376914996891
Subject 7,0.6298611111111112,0.03291516900275784
Subject 8,0.6607638888888887,0.03186950247112749
Subject 9,0.6444444444444446,0.04358618655533212
