,Accuracy Mean,Std
Subject 1,0.6664351851851852,0.025681928883816634
Subject 2,0.6361111111111111,0.032569041364743624
Subject 3,0.6254629629629629,0.030775721953000486
Subject 4,0.6270833333333334,0.03420055656378966
Subject 5,0.6458333333333333,0.037468551056107954
Subject 6,0.6430555555555555,0.022887420545015327
Subject 7,0.63125,0.02270525378371085
Subject 8,0.6407407407407406,0.041029072298341705
Subject 9,0.6488425925925926,0.03954270169325366
