,Accuracy Mean,Std
Subject 1,0.851388888888889,0.051070921531367545
Subject 2,0.7942129629629628,0.04539575537012401
Subject 3,0.813425925925926,0.05264562727644709
Subject 4,0.825,0.05328299450508911
Subject 5,0.8236111111111111,0.06174787501272499
Subject 6,0.8324074074074075,0.045445893302992695
Subject 7,0.8266203703703703,0.030830517889476553
Subject 8,0.8613425925925927,0.03637943402754652
Subject 9,0.7986111111111112,0.06210437197035847
