,Accuracy Mean,Std
Subject 1,0.68125,0.034892330224632465
Subject 2,0.6732638888888889,0.04250869227458952
Subject 3,0.6643518518518519,0.02510266983652956
Subject 4,0.6697916666666667,0.028466340479501844
Subject 5,0.6508101851851852,0.024014739468973822
Subject 6,0.6923611111111112,0.03455127672885568
Subject 7,0.659375,0.029218749426912553
Subject 8,0.6962962962962964,0.03319641375428082
Subject 9,0.6710648148148148,0.027162357013815152
