,Accuracy Mean,Std
Subject 1,0.642361111111111,0.1909652075030433
Subject 2,0.6528935185185184,0.13173813264359382
Subject 3,0.6461805555555555,0.12975001643645612
Subject 4,0.565625,0.24796440107423262
Subject 5,0.5229166666666666,0.2484982544382309
Subject 6,0.6013888888888889,0.2076862378401685
Subject 7,0.649537037037037,0.18965157841002972
Subject 8,0.554050925925926,0.2708830626630034
Subject 9,0.630787037037037,0.1908360906498376
