,Accuracy Mean,Std
Subject 1,0.6831018518518518,0.03124485554363129
Subject 2,0.6614583333333334,0.038511416223332394
Subject 3,0.6562500000000001,0.028935185185185192
Subject 4,0.6608796296296297,0.0352999772185815
Subject 5,0.6375,0.02858023024824195
Subject 6,0.6908564814814814,0.030025521765733344
Subject 7,0.6459490740740741,0.03622130474629547
Subject 8,0.688425925925926,0.03551864403484562
Subject 9,0.6590277777777778,0.029070056044600497
