,Accuracy Mean,Std
Subject 1,0.7015046296296297,0.032336852760708856
Subject 2,0.6967592592592593,0.021454225205062055
Subject 3,0.6858796296296296,0.026190163037249223
Subject 4,0.6679398148148147,0.03488753087462798
Subject 5,0.6688657407407408,0.026880522289690168
Subject 6,0.7001157407407408,0.030353878129886554
Subject 7,0.6984953703703705,0.024789872674310067
Subject 8,0.704861111111111,0.0369754986443726
Subject 9,0.6903935185185184,0.03374294209339146
