,Accuracy Mean,Std
Subject 1,0.8094907407407407,0.04084254431259059
Subject 2,0.8050925925925927,0.03933550858880108
Subject 3,0.7740740740740741,0.04361691004931066
Subject 4,0.7814814814814816,0.04640265560491047
Subject 5,0.7854166666666667,0.04086877503640989
Subject 6,0.829398148148148,0.031511253623717865
Subject 7,0.7856481481481482,0.04202775635846802
Subject 8,0.8483796296296298,0.030705126346436313
Subject 9,0.7754629629629629,0.05498355222327094
