,Accuracy Mean,Std
Subject 1,0.6621527777777777,0.032070629399213985
Subject 2,0.6403935185185186,0.03969266226161035
Subject 3,0.6267361111111112,0.03290682479058644
Subject 4,0.6469907407407407,0.03587962962962963
Subject 5,0.6211805555555555,0.026888494713848906
Subject 6,0.6711805555555556,0.03418939165715215
Subject 7,0.6307870370370371,0.03792695333713988
Subject 8,0.6719907407407407,0.03554654230858497
Subject 9,0.6412037037037037,0.02779706120792236
