,Accuracy Mean,Std
Subject 1,0.8094907407407407,0.04084254431259059
Subject 2,0.8050925925925927,0.03933550858880108
Subject 3,0.7740740740740741,0.04456484463373659
Subject 4,0.7814814814814816,0.04640265560491047
Subject 5,0.7863425925925925,0.04042053776378854
Subject 6,0.8305555555555555,0.03131081188687208
Subject 7,0.7861111111111112,0.04178481192424566
Subject 8,0.8490740740740742,0.03100123896811705
Subject 9,0.7759259259259259,0.05604338291159433
