,Accuracy Mean,Std
Subject 1,0.7629629629629628,0.1957550627228289
Subject 2,0.7914351851851853,0.14034327251148104
Subject 3,0.7189814814814814,0.18406548064746087
Subject 4,0.7064814814814815,0.24126278866861983
Subject 5,0.712037037037037,0.2424644487679044
Subject 6,0.762962962962963,0.20506489654980486
Subject 7,0.7305555555555556,0.22849274270861986
Subject 8,0.8069444444444445,0.16737951976008475
Subject 9,0.8016203703703704,0.05552227012131141
