,Accuracy Mean,Std
Subject 1,0.7638888888888887,0.1637410402369776
Subject 2,0.8085648148148149,0.07339496276301875
Subject 3,0.632175925925926,0.2683287763524309
Subject 4,0.7578703703703705,0.17598744051240417
Subject 5,0.7710648148148149,0.06067244000363355
Subject 6,0.7300925925925925,0.2327654207215416
Subject 7,0.7206018518518518,0.21355731775425615
Subject 8,0.8270833333333334,0.05018986157657188
Subject 9,0.6874999999999999,0.18719682851562955
