,Accuracy Mean,Std
Subject 1,0.8097222222222221,0.04150947716005959
Subject 2,0.805787037037037,0.037108582517168046
Subject 3,0.7726851851851853,0.046478806917297465
Subject 4,0.7837962962962963,0.04726078672209362
Subject 5,0.7854166666666667,0.04036747674814895
Subject 6,0.8298611111111113,0.031361256000277664
Subject 7,0.7877314814814815,0.040473529216209496
Subject 8,0.8467592592592593,0.028908320862498456
Subject 9,0.7775462962962963,0.055002552472259394
