,Accuracy Mean,Std
Subject 1,0.6797453703703702,0.035389233807939825
Subject 2,0.6711805555555556,0.045037724956292845
Subject 3,0.6648148148148149,0.024678575008940034
Subject 4,0.6707175925925927,0.029930788289318857
Subject 5,0.6506944444444445,0.027368708602387774
Subject 6,0.6896990740740742,0.032303694826087755
Subject 7,0.6585648148148148,0.027148544474394756
Subject 8,0.6961805555555556,0.03377468709209197
Subject 9,0.6666666666666667,0.02719291695479336
