,Accuracy Mean,Std
Subject 1,0.8185185185185183,0.03285406481335218
Subject 2,0.8305555555555555,0.035813110381136506
Subject 3,0.7983796296296296,0.03225742409841525
Subject 4,0.7979166666666667,0.043313024482817035
Subject 5,0.8071759259259259,0.04120825505449713
Subject 6,0.8412037037037038,0.031403088670577076
Subject 7,0.8143518518518519,0.03433113081752298
Subject 8,0.8451388888888889,0.03524224783177062
Subject 9,0.819212962962963,0.03676039624139567
