,Accuracy Mean,Std
Subject 1,0.798148148148148,0.055098427951154966
Subject 2,0.7722222222222221,0.03632415786283894
Subject 3,0.7967592592592593,0.03594751642185959
Subject 4,0.7925925925925926,0.04805903434207769
Subject 5,0.7375,0.19512721835845268
Subject 6,0.774537037037037,0.03977441964582091
Subject 7,0.7796296296296297,0.05936766704411274
Subject 8,0.8106481481481482,0.06205949013245828
Subject 9,0.7791666666666667,0.03495600311298644
