,Accuracy Mean,Std
Subject 1,0.6093750000000001,0.032115709373766704
Subject 2,0.5782407407407406,0.03984979083889874
Subject 3,0.6006944444444444,0.03759347631692525
Subject 4,0.5589120370370371,0.040903996083220664
Subject 5,0.6018518518518519,0.046035143058683656
Subject 6,0.6001157407407408,0.03990538659272989
Subject 7,0.5743055555555555,0.03682593193238447
Subject 8,0.6158564814814815,0.03042440815571463
Subject 9,0.6100694444444443,0.03543614055511267
