,Accuracy Mean,Std
Subject 1,0.7979166666666666,0.049631594592112686
Subject 2,0.8039351851851851,0.05950965256397757
Subject 3,0.7967592592592593,0.047864638957704896
Subject 4,0.8006944444444445,0.03962257097919531
Subject 5,0.7912037037037037,0.04545296714431549
Subject 6,0.8275462962962964,0.032797748415057296
Subject 7,0.8090277777777779,0.04596816587229201
Subject 8,0.8275462962962964,0.03519356016311412
Subject 9,0.7791666666666667,0.04714727167437633
